CodigoCUPS;Descripcion;QueEs
674003;AMPUTACIÓN DE CUELLO O TRAQUELECTOMÍA POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en extraer cuello uterino sin extraer el resto del útero a través de de pequeñas incisiones quirúrgicas en abdomen
674004;AMPUTACIÓN DE CUELLO O TRAQUELECTOMÍA POR VÍA VAGINAL;Procedimiento  consistente en la extirpación o resección del cuello del útero (proción del útero  entre la parte más baja del istmo y la vagina que forma el canal cervical)a través de la vagina
674101;ESCISIÓN DE MUÑÓN CERVICAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza  extracción del muñón del cuello uterino por apertura qurúrgica de la pared abdominal.
674102;ESCISIÓN DE MUÑÓN CERVICAL POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en extraer cuello uterino remanente de una extracción previa del cuerpo uterino a través de de pequeñas incisiones quirúrgicas en abdomen
674103;ESCISIÓN DE MUÑÓN CERVICAL POR VÍA VAGINAL;Procedimiento quirúrgico donde se realiza  extracción del muñón del cuello uterino a través de la vagina
674501;TRAQUELECTOMÍA RADICAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza  sección y sutura del cuello uterino por vía abierta.
674511;TRAQUELECTOMÍA RADICAL POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un equipo que se introduce por una o varias pequeñas incisiones en el abdomen se extirpa (o extrae) el cuello del útero el tejido y los ganglios linfáticos cercanos así como la parte superior de la vagina.
675101;CERCLAJE DE ISTMO UTERINO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se ocluye el canal endocervical por apertura quirúrgica de la pared abdominal
675102;CERCLAJE DE ISTMO UTERINO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en rodear y cerrar el cuello uterino a través de de pequeñas incisiones quirúrgicas en abdomen
675103;CERCLAJE DE ISTMO UTERINO POR VÍA VAGINAL;Procedimiento quirúrgico donde se ocluye el canal endocervical a través de la vagina
676101;SUTURA DE LACERACIÓN O DESGARRO DE CUELLO UTERINO [CÉRVIX] VÍA VAGINAL;Procedimiento quirúrgico donde se repara una lesión o desgarro a nivel del cuello uterino a través de la vagina.
676102;SUTURA DE ANILLO PERICERVICAL POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en suturar (coser) el anillo pericervical (complejo de ligamentos útero sacro y ligamentos cardinales donde están supendidas la parte superior de la vagina y útero alrededor del cuello uterino)  para corregir el prolapso (salida de su sitio) uterino o vaginal mediante el uso de un endoscopio (tubo delgado y flexible con luz cámara y demás instrumentos incorporados) que se introduce a través de varias incisiones pequeñas en el abdomen.
676103;SUTURA DE ANILLO PERICERVICAL VÍA VAGINAL;Procedimiento quirúrgico consistente en suturar (coser) el anillo pericervical (complejo de ligamentos útero sacro y ligamentos cardinales donde están supendidas la parte superior de la vagina y útero alrededor del cuello uterino)  para corregir el prolapso (salida de su sitio) uterino o vaginal a través de la vagina.
676210;FISTULECTOMÍA CERVICOSIGMOIDAL;Procedimiento quirúrgico mediante el cual se cierra una comunicación anormal entre el útero y el intestino.
676910;CORRECCIÓN DE DESGARRO OBSTÉTRICO ANTIGUO DE CUELLO UTERINO;Procedimiento quirúrgico donde se repara un desgarro a nivel del cuello uterino posterior a la atención de un parto previo.
676920;TRAQUELOPLASTIA CON TRAQUELORRAFIA;Procedimiento quirúrgico donde se repara un desgarro a nivel del cuello uterino posterior a la atención de un parto previo.
680101;HISTEROTOMÍA;Procedimiento quirúrgico donde se realiza una incisión  a nivel de la matriz (útero)
681101;BIOPSIA DE ÚTERO POR LAPAROTOMÍA;Procedimiento para la extracción de fragmentos del tejido del útero con fines diagnósticos por abordaje abierto a través de una incisión en el abdomen
681102;BIOPSIA DE ÚTERO POR LAPAROSCOPIA;Procedimiento para la extracción de fragmentos del tejido del útero con fines diagnósticos a través de un equipo flexible con camara y luz en su interior (laparoscopio)
681103;BIOPSIA DE LIGAMENTOS UTERINOS POR LAPAROTOMÍA;Procedimiento para la extracción de fragmentos del tejido de ligamento uterino con fines diagnósticos por abordaje abierto a través de una incisión en el abdomen
681104;BIOPSIA DE LIGAMENTOS UTERINOS POR LAPAROSCOPIA;Procedimiento para la extracción de fragmentos del tejido de ligamento uterino con fines diagnósticos a través de un equipo flexible con camara y luz en su interior (laparoscopio)
681105;BIOPSIA DE ENDOMETRIO;Procedimientos para la extracción de fragmentos del tejido del endometrio con fines diagnósticos.
681201;HISTEROSCOPIA;Procedimiento donde se evalúa el endometrio bajo visión endoscópica
682101;LIBERACIÓN DE ADHERENCIAS INTRALUMINALES DEL ÚTERO;Procedimiento quirúrgico donde se extraen las adherencias de tejido  intraluminales del útero.
682201;INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza una incisión y se efectúa la extracción tejido anormal congénito a nivel del útero (matriz) por vía abdominal.
682202;INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR HISTEROSCOPIA;Procedimiento quirúrgico donde se realiza extracción tejido anormal congénito a nivel del útero (matriz) por vía histeroscópica.
682203;INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en incidir o extraer un tabique al interior del útero a través de pequeñas incisiones quirúrgicas en abdomen
682302;RESECCIÓN DE PÓLIPO ENDOMETRIAL POR HISTEROSCOPIA;Procedimiento quirúrgico donde se resecan pólipos endometriales por vía histeroscópica
682303;ESCISIÓN DE PÓLIPO ENDOMETRIAL POR LEGRADO;Procedimiento quirúrgico consistente en extraer un pólipo o protuberancia al interior del útero por medio de un raspado a través de la vagina
682401;MIOMECTOMÍA UTERINA ÚNICA O MÚLTIPLE POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción de una masa anormal   a nivel del útero por  vía abdominal.
682402;MIOMECTOMÍA UTERINA ÚNICA O MÚLTIPLE POR VÍA VAGINAL;Procedimiento quirúrgico donde se realiza extracción de una masa anormal   a nivel del útero por  vía vaginal.
682403;MIOMECTOMÍA UTERINA ÚNICA O MÚLTIPLE POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción de una masa anormal (única o múltiple)  a nivel del útero por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
682404;MIOMECTOMÍA UTERINA ÚNICA O MÚLTIPLE POR HISTEROSCOPIA;Procedimiento quirúrgico donde se realiza extracción de una masa anormal   a nivel del útero por  vía histeroscópica
682501;ABLACIÓN ENDOMETRIAL O ENDOMETRECTOMÍA POR VÍA VAGINAL;Procedimiento quirúrgico donde se realiza extracción de un fragmento de miometrio y se cauteriza el endometrio a través de la vagina
682510;ABLACIÓN ENDOMETRIAL O ENDOMETRECTOMÍA POR HISTEROSCOPIA;Procedimiento quirúrgico donde se realiza extracción de un fragmento de miometrio y se cauteriza el endometrio por  vía histeroscópica
683101;HISTERECTOMÍA SUBTOTAL O SUPRACERVICAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción del útero respetando el cuello uterino.
683111;HISTERECTOMÍA SUBTOTAL O SUPRACERVICAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción del útero respetando el cuello uterino.
684001;HISTERECTOMÍA TOTAL ABDOMINAL CON REMOCIÓN DE MOLA O FETO MUERTO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la extracción total del  útero con extracción de feto muerto o mola hidatidiforme por apertura quirúrgica del abdomen.
684003;HISTERECTOMÍA TOTAL POR LAPAROTOMÍA;Procedimiento donde se realiza extracción total del  útero por abordaje quirúrgico de la pared abdominal
684020;HISTERECTOMÍA TOTAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción total del  útero y el cuello uterino y la parte superior de la vagina por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
684103;HISTERECTOMÍA TOTAL ABDOMINAL AMPLIADA POR LAPAROTOMÍA;Procedimiento consistente en la extracción total del útero y el tercio superior de la vagina por apertura quirúrgica del abdomen.
684104;HISTERECTOMÍA TOTAL ABDOMINAL AMPLIADA POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en la extracción total del útero y la parte superior de la vagina por apertura quirúrgica del abdomen
685102;HISTERECTOMÍA POR VÍA VAGINAL;Procedimiento quirúrgico donde se realiza extracción  del  útero (matriz)  a través de la vagina
686001;HISTERECTOMÍA RADICAL POR LAPAROTOMÍA;Procedimiento quirúrgico de ginecología donde se realiza extracción total del útero (matriz) el tejido en ambos lados del cuello uterino y la parte superior de la vagina por vía abierta.
686011;HISTERECTOMÍA RADICAL POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un equipo que se introduce por una pequeña incisión en el abdomen se realiza extracción total del útero el tejido en ambos lados del cuello uterino y la parte superior de la vagina.
686102;HISTERECTOMÍA RADICAL MODIFICADA POR LAPAROTOMÍA;Procedimiento quirúrgico consistente en la extracción total del útero la parte superior de la vagina y los ligamentos y tejidos a su alrededor  por apertura quirúrgica del abdomen
686110;HISTERECTOMÍA RADICAL MODIFICADA POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción total del útero ovario trompas para ovarios dos tercios de los ligamentos cardinales dos tercios superiores de vagina y se efectúa vaciamiento ganglionar hasta el nivel paraaórtico por vía laparoscópica.
687001;HISTERECTOMÍA RADICAL POR VÍA VAGINAL;Procedimiento quirúrgicodonde se realiza extracción total del  útero ovario trompas de falopio los ganglios linfaticos y  la parte superior  de la vagina a través de la vagina
688101;EXENTERACIÓN O EVISCERACIÓN PÉLVICA FEMENINA TOTAL O COMPLETA;Procedimiento quirúrgico donde se realiza extracción total del  útero ovario trompas para ovarios dos tercios de los ligamentos cardinales dos tercios superiores de vagina y se efectúa vaciamiento ganglionar hasta el nivel paraaórtico con resección de todas las estructuras serosas pélvicas
688201;EXENTERACIÓN ANTERIOR: ÚTERO Y VEJIGA;Procedimiento quirúrgico consistente en la extracción total del útero la parte superior de la vagina y los ligamentos y tejidos a su alrededor y la vejiga por apertura quirúrgica del abdomen
688301;EXENTERACIÓN POSTERIOR: ÚTERO Y RECTO;Procedimiento quirúrgico consistente en la extracción total del útero la parte superior de la vagina y los ligamentos y tejidos a su alrededor y el recto por apertura quirúrgica del abdomen
690103;LEGRADO UTERINO GINECOLÓGICO;Procedimiento quirúrgico donde se realiza para raspar y recolectar tejido (endometrio) del interior del útero.
691101;ESCISIÓN Y ABLACIÓN DE ENDOMETRIOSIS POR LAPAROTOMÍA;Procedimiento quirúrgico que se realiza extracción  de tejido anormal endometrial fuera del útero (matriz) por medio de cirugía abierta de abdomen.
691102;ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO EN ESTRUCTURAS DE SOPORTE;Procedimiento quirúrgico que se realiza extracción  de tejido anormal
691103;ESCISIÓN O ABLACIÓN DE ENDOMETRIOSIS PROFUNDA POR LAPAROTOMÍA;Procedimiento quirúrgico consistente en la coagulación resección y extracción de zonas y nódulos de endometriosis a nivel de la unión entre el recto y el útero ureteres vejiga tejido retroperitoneal y zonas adyacentes por apertura quirúrgica del abdomen
691110;RESECCIÓN DE TUMOR DE LIGAMENTO ANCHO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción  de masa anormal ubicada en el ligamento ancho por medio de cirugía abierta de abdomen.
691130;SECCIÓN DE LIGAMENTO ÚTERO SACRO POR LAPAROTOMÍA;Procedimiento quirúrgico en el por la vía abdominal se corta el ligamento útero sacro con el fin de interrumpir los nervios sensitivos para aliviar el dolor pélvico.
691201;ESCISIÓN Y ABLACIÓN DE ENDOMETROSIS ESTADOS I Y II POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción  de tejido anormal endometrial fuera del útero (matriz) por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
691202;ESCISIÓN Y ABLACIÓN DE ENDOMETROSIS ESTADOS III Y IV POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción  de tejido anormal endometrial fuera del útero (matriz) por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
691203;ESCISIÓN O ABLACIÓN ENDOSCÓPICA DE LESIÓN O TEJIDO EN ESTRUCTURAS DE SOPORTE;Procedimiento quirúrgico donde se realiza extracción  de tejido anormal endometrial fuera del útero (matriz)
691204;ESCISIÓN O ABLACIÓN DE ENDOMETRIOSIS PROFUNDA POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción  de tejido anormal endometrial fuera del útero (matriz) a través de un equipo flexible con cámara e instrumentos especiales (laparoscopia).
691205;RESECCIÓN DE LESIÓN DE LIGAMENTO ANCHO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en la extracción de nódulos o lesiones a nivel de los ligamentos laterales del útero a través de pequeñas incisiones quirúrgicas en abdomen
691230;SECCIÓN DE LIGAMENTO ÚTERO SACRO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en la coagulación y corte de los ligamentos posteriores del útero a través de pequeñas incisiones quirúrgicas en abdomen
691301;SECCIÓN DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VÍA LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción  de adherencias es tejido fibroso a nivel del útero (matriz) a pared abdominal por medio de cirugía abierta de abdomen.
691302;SECCIÓN DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VÍA LAPAROSCOPICA;Procedimiento quirúrgico donde se quitan adherencias a nivel del útero por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
691901;DRENAJE DE COLECCIÓN DE LIGAMENTO ANCHO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción  de un secreción anormal  a nivel del ligamento ancho por medio de cirugía abierta de abdomen.
691902;DRENAJE DE COLECCIÓN DE LIGAMENTO ANCHO POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción  de un secreción anormal  a nivel del ligamento anchoa través de un equipo flexible con cámara e instrumentos especiales (Laparoscopio)
691910;CITORREDUCCIÓN DE TUMOR DE LIGAMENTO ANCHO O DE LIGAMENTO ÚTERO SACRO;Procedimiento quirúrgico donde se realiza extracción  de masa anormal ubicada en el ligamento ancho o en el ligamento útero sacro
692110;INTERPOSICIÓN UTERINA [WATKINS];Procedimiento quirúrgico donde se coloca el útero entre la vejiga y la vagina.
692201;HISTEROPEXIA POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la fijación del útero a la pared pélvica por medio de cirugía abierta por vía abdominal.
692202;HISTEROPEXIA POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza la fijación del útero a la pared pélvica a través de un equipo flexible con cámara e instrumentos especiales
692203;HISTEROPEXIA POR VÍA VAGINAL;Procedimiento quirúrgico donde se realiza la fijación del útero a la pared pélvica a través de la vagina
692204;CERVICOPEXIA POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la fijación del cuello uterino por abordaje abierto a través de una incisión en el abdomen
