expediente;principioactivo;cantidad;unidadmedida;unidadreferencia;formafarmaceutica;registrosanitario;fechaexpedicion;fechavencimiento;estadoregistro
19942558;CADA SOBRE DE 240 MG CONTIENE: 20 MG DE LIOFILIZADO ESTANDARDIZADO CORRESPONDIENTES A 3.5 MG DE LISADOS BACTERIANOS LIOFILIZADOS (HAEMOPHILUS INFLUENZAE. STREPTOCOCCUS (DIPLOCOCCUS) PNEUMONIAE. KLEBSIELLA PNEUMONIAE SSP. PNEUMONIAE Y SSP. OZAENAE. STAPHYLOCOCCUS AUREUS. STREPTOCOCCUSPYOGENES Y SANGUINIS (VIRIDANS). MORAXELLA (BRANHAMELLA/NEISSERIA) CATARRHALIS).;3.5;mg;SOBRE;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2023MB-0003541-R2;7/08/2004;;Vigente
19998840;CROMOGLICATO SODICO;40;mg;MILILITRO;SOLUCION OFTALMICA;INVIMA 2022M-0010100-R1;10/13/2009;;Vigente
20170527;TELMISARTAN;80;mg;TABLETA;TABLETA;INVIMA 2023M-0021077;09/27/2023;;Vigente
225311;LIDOCAINA CLORHIDRATO;1;g;;SOLUCION OTICA;INVIMA 2022M-010269-R3;1/01/1999;;Vigente
20115176;BETAHISTINA DICLORHIDRATO;16;mg;TABLETA;TABLETA;INVIMA 2023M-0018343-R1;08/15/2018;;Vigente
20021121;ACIDO OROTICO ANHIDRO;150;mg;CAPSULA;CAPSULA DURA;INVIMA 2016M-0011148-R1;07/29/2010;;Vigente
20064394;143 MCG DE MALEATO DE INDACATEROL EQUIVALENTE A INDACATEROL;110;mcg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2019M-0015111-R1;06/26/2014;;Vigente
19950977;ACEITE DE PESCADO ALTAMENTE REFINADO (10 G QUE CONTIENE): √ÅCIDO EICOSAPENTAN√ìICO (EPA) 1.25-2.82 G . ACIDO DOCOSAHEXANOICO (DHA):1.44 - 3.09 G.DL ALFA TOCOFEROL 0.015 - 0.0296 G.;10;g;CADA 100 ML DE EMULSION;EMULSION INYECTABLE;INVIMA 2015M-0004167-R1;02/17/2005;;Vigente
20084893;NITAZOXANIDA;500;mg;TABLETAS;TABLETA CUBIERTA CON PELICULA;INVIMA 2015M-0016130;8/03/2015;;Vigente
20081132;DOLUTEGRAVIR SODICO 52.6 MG EQUIVALENTE A DOLUTEGRAVIR;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2015M-0016583;11/17/2015;;Vigente
19930311;PELICULA DE RECUBRIMIENTO : METILFENIDATO CLORHIDRATO;4;mg;;TABLETA DE LIBERACION PROLONGADA;INVIMA 2013M-0001886-R1;09/19/2002;;Vigente
20170621;TREONINA;5.4;mg;ML DE SOLUCI”N PARA PERFUSI”N;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2021M-0020171;05/14/2021;;Vigente
20120855;DEXLANSOPRAZOL SESQUIHIDRATO EQUIVALENTE A DEXLANSOPRAZOL;30;mg;C√ÅPSULA DE LIBERACI”N RETARDADA;CAPSULA CON CUBIERTA ENTERICA;INVIMA 2018M-0018463;10/22/2018;;Vigente
20128786;ACIDO CARGLUMICO;200;mg;TABLETA DISPERSABLE;TABLETA DISPERSABLE;INVIMA 2018M-0018023;02/16/2018;;Vigente
20198997;MIDAZOLAM;5;mg;CADA MILILITRO;SOLUCION INYECTABLE;INVIMA 2022M-0020696;7/07/2022;;Vigente
19983100;STREPTOCOCCUS PNEUMONIAE TIPO 11A;25;mcg;VIAL DE 0.5 ML;SOLUCION INYECTABLE;INVIMA 2020MB-0008056-R1;04/30/2008;;Vigente
20165975;MELOXICAM;15;mg;POR TABLETA;TABLETA;INVIMA 2020M 19851;10/13/2020;;Vigente
20229839;CLORURO DE CALCIO DIHIDRATADO;29.4;mg;100 ML;SOLUCION ORAL;INVIMA 2024M-0021453;04/30/2024;1/01/3000;Vigente
20178300;ADALIMUMAB;50;mg;ML;SOLUCION INYECTABLE;INVIMA 2024MB-0000101;05/30/2024;1/01/3000;Vigente
20063408;VITAMINA D3 4.0 MG EQUIVALENTES A VITAMINA D;400;UI;SOBRE X 5 G DE POLVO;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2015M-0015632;01/14/2015;;Vigente
20006074;SIMETICONA EN POLVO 65 %(EQUIVALENTE A SIMETICONA 150 MG);230.77;mg;TABLETA MASTICABLE;TABLETA MASTICABLE;INVIMA 2019M-0010123-R1;10/20/2009;;Vigente
20178975;FOSAPREPITANT DIMEGLUMINE EQUIVALENTE A FOSAPREPITANT;150;mg;VIAL CON POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCI”N INYECTABLE;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-0021059;9/07/2023;;Vigente
20161880;LIDOCAINA CLORHIDRATO;20;mg;POR CADA ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2020M-0019826;09/21/2020;;Vigente
19988878;AGUA ESTERIL PARA INYECCION;1;ml;ML DE PRODUCTO;SOLUCION INYECTABLE;INVIMA 2023M-0007940-R1;4/07/2008;;Vigente
19990978;QUETIAPINA FUMARATO EQUIVALENTE A QUETIAPINA BASE;100;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0009016-R1;12/18/2008;;Vigente
20141121;IRINOTECAN;20;mg;1 MLDE SOLUCI”N;SOLUCION INYECTABLE;INVIMA 2019M-0019241;08/23/2019;;Vigente
20213835;LOMITAPIDA MESILATO EQUIVALENTE A LOMITAPIDA BASE;5;mg;C√ÅPSULAS;CAPSULA DURA;INVIMA 2022M-0020610;2/04/2022;;Vigente
20053467;CITICOLINA. SAL SODICA EQUIVALENTE A CITICOLINA;1000;mg;AMPOLLA POR 4 ML.;SOLUCION INYECTABLE;INVIMA 2022M-0014454-R1;07/29/2013;;Vigente
20057807;TREONINA;0.85;g;BOLSA DE 1000 ML CON 3 COMPARTIMIENTOS;EMULSION INYECTABLE;INVIMA 2021M-0015636-R1;01/16/2015;;Vigente
20149297;CETIRIZINA;10;mg;CADA CAPSULA BLANDA CONTIENE;CAPSULA BLANDA;INVIMA 2021M-0020324;8/02/2021;;Vigente
20095165;CASPOFUNGINA ACETATO EQUIVALENTE A CASPOFUNGINA;50;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2021M-0017063-R1;05/17/2016;;Vigente
19900235;VIAL 1(POLVO EST√âRIL LIOFILIZADO): FACTOR XIII DE PLASMA HUMANO;60;UI;FRASCO VIAL;POLVO;INVIMA 2023MB-013202-R2;06/21/1999;;Vigente
20094213;BISOPROLOL FUMARATO;2.5;mg;TABLETA CUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2021M-0016455-R1;10/21/2015;;Vigente
20138397;HIDROCLOROTIAZIDA;25;mg;TABLETA;TABLETA;INVIMA 2019M-0019228;08/20/2019;;Vigente
20234747;ACIDO FENOFIBRICO SAL COLINA EQUIVALENTE A ACIDO FENOFIBRICO (TABLETA RECUBIERTA)**;135;mg;TABLETA RECUBIERTA;CAPSULA BLANDA;INVIMA 2023M-0020973;5/11/2023;;Vigente
20043022;3-METIL-2-OXI BUT√çRATO C√ÅLCICO (ALFA-CETO AN√ÅLOGO DE VALINA);86;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2012M-0013853;12/10/2012;;Vigente
20073575;PAPAINA;0.5;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2021M-0015890-R1;05/22/2015;;Vigente
19935634;ACIDO F√ìLICO;1000;mcg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2022M-0002359-R3;4/04/2003;;Vigente
50707;METOPROLOL TARTRATO;50;mg;TABLETA;TABLETA;INVIMA 2016M- 003666-R2;12/14/1995;;Vigente
20146461;CETIRIZINA DICLORHIDRATO;5;mg;C√ÅPSULADURA;CAPSULA DURA;INVIMA 2020M-0019688;05/28/2020;;Vigente
230359;VERAPAMILOCLORHIDRATO;180;mg;TABLETADE LIBERACI”N SOSTENIDA;TABLETA DE LIBERACION PROLONGADA;INVIMA 2019M-012157-R2;1/01/1999;;Vigente
20167766;DROSPIRENONA;4;mg;TABLETA RECUBIERTA COLOR BLANCO;TABLETA RECUBIERTA;INVIMA 2019M-0019534;12/19/2019;;Vigente
20035958;ACICLOVIR;5;g;100 G DE UNG√úENTO;UNGUENTO TOPICO;INVIMA 2021M-0013686-R1;09/28/2012;;Vigente
20211564;ESOMEPRAZOL (ESOMEPRAZOL MAGNESICO TRIHIDRATO MICROGRANULOS (PELLETS 11%) 363.6 MG );40;mg;C√ÅPSULA DURA.;CAPSULA DURA;INVIMA 2023M-0020978;05/18/2023;;Vigente
20084464;PEGINTERFERON BETA-1A;125;mcg;JERINGA PRELLENADA POR 0.5ML;SOLUCION INYECTABLE;INVIMA 2017M-0017569;01/31/2017;;Vigente
19946639;CORIOGONADOTROPINAALFA;250;mcg;CARTUCHO PRECARGADO CON 0.5 ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2015MBT-0003653-R1;8/10/2004;1/01/3000;Vigente
209244;AMOXICILINA TRIHIDRATADA EQUIVALENTE A AMOXICILINA;875;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA2020M-006616-R2;05/30/1997;;Vigente
20028320;ACIDO SALICILICO;3;g;CADA 100 ML CONTIENE:;SOLUCION TOPICA;INVIMA 2018M-0012603-R1;10/31/2011;;Vigente
20165008;PRAMOXINA CLORHIDRATO;1;g;100 ML DE LOCI”N;LOCION;INVIMA 2021M-0020314;07/23/2021;;Vigente
20156752;PALONOSETRON;0.25;mg;VIAL X 5 ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2021M-0020035;02/26/2021;;Vigente
19983228;NORFLOXACINO;400;mg;TABLETA;TABLETA;INVIMA 2023M-0008506-R2;10/08/2008;;Vigente
19954863;COMPLEJO DE HIDROXIDO DE HIERRO POLIMALTOSADO 4.20 G EQUIVALENTE AHIERRO;1;g;100 ML;JARABE;INVIMA 2016M-0004822-R1;09/29/2005;;Vigente
20095495;FACTOR VIII RECOMBINANTE (RFVIII);250;UI;CADA VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2017M-0017629;3/07/2017;;Vigente
20024562;CLORHIDRATO DE PAZOPANIB 216.7 MG EQUIVALENTE A DE PAZOPANIB BASE;200;mg;TABLETARECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0012405-R2;07/21/2011;;Vigente
20156998;BROMURO DE UMECLIDINIO MICRONIZADO 74.2 MCG EQUIVALENTE A UMECLIDINIO;62.5;mcg;CADA DOSIS;POLVO PARA INHALACION;INVIMA 2019M-0019227;;;Vigente
20118253;IMIGLUCERASA (400 U EXTRAIBLES);424;UI;CADA VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-0019840;10/01/2020;;Vigente
20102482;CICLOPIROX;6.92;g;CADA 100 ML DE SOLUCION TOPICA;SOLUCION TOPICA;INVIMA 2017M-0017658;04/17/2017;;Vigente
20128171;TRIMETROPIN;80;mg;TABLETAS;TABLETA;INVIMA 2018M-0018578;12/03/2018;;Vigente
35596;PAMOATO DE PIRANTEL (EQUIVALENTE A 250 MG DE PIRANTEL BASE);720;mg;TABLETA;TABLETA;INVIMA 2019M-011212-R3;12/16/1999;;Vigente
20119904;FENILEFRINA CLORHIDRATO;10;mg;POR CADA CAPSULA;CAPSULA DURA;INVIMA 2020M-0019735;7/10/2020;;Vigente
19986294;FACTOR VIII COAGULACION HUMANO;500;U.I.;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020MB-0008155-R1;05/30/2008;;Vigente
20013309;FLUTICASONA PROPIONATO;250;√¶g;CADA DOSIS DE POLVO PARA INHALAR CONTIENE;POLVO PARA INHALACION;INVIMA 2016M-0011071-R1;7/09/2010;;Vigente
20022768;CLARITROMICINA;500;mg;FRASCOAMPOLLA DE 20ML;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2019M-0012063-R1;4/12/2011;;Vigente
34476;RIBOFLAVINA;10;mg;TABLETA;TABLETA CUBIERTA (GRAGEA);INVIMA 2022M-001826-R5;1/01/1999;1/01/3000;Vigente
20137915;QUETIAPINA HEMIFUMARATO EQUIVALENTE A QUETIAPINA;300;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0019039;05/24/2019;;Vigente
20139241;ACIDO FUSIDICO;2;g;100 G CREMA;CREMA TOPICA;INVIMA 2023M-0018408-R1;09/24/2018;;Vigente
19908160;ACIDO ASPARTICO;434;mg;100 ML DE SOLUCION;SOLUCION INYECTABLE;INVIMA 2022M-014839-R3;11/16/2000;;Vigente
20170621;FENILALANINA;5.7;mg;ML DE SOLUCI”N PARA PERFUSI”N;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2021M-0020171;05/14/2021;;Vigente
20229751;DEXTROSA MONOHIDRATOEQUIVALENTE A DEXTROSA ANHIDRA;1080;mg;100 ML DE SOLUCION;SOLUCION ORAL;INVIMA 2024M-0021438;4/08/2024;1/01/3000;Vigente
20256128;CLOTRIMAZOL;1000;mg;100 G DE CREMA TOPICA;CREMA TOPICA;INVIMA 2024M-0021289;2/08/2024;1/01/3000;Vigente
32609;FOSFATO DE SODIO MONOBASICO;16;g;100 ML;SOLUCION PARA ADMINISTRAR POR VIA RECTAL;INVIMA 2020M-002067-R3;2/08/1999;;Vigente
20023920;VENLAFAXINA CLORHIDRATO 42.43 MG EQUIVALENTE A VENLAFAXINA;37.5;mg;TABLETA DE LIBERACION PROLONGADA;TABLETA DE LIBERACION PROLONGADA;INVIMA 2019M-0013270-R1;06/15/2012;;Vigente
20104307;APOMORFINA CLORHIDRATO HEMIHIDRATO;5;mg;CADA ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2018M-0018036;02/27/2018;;Vigente
19951090;CARVEDILOL;6.25;mg;TABLETA;TABLETA;INVIMA 2021M-0004474-R2;05/26/2005;;Vigente
19994390;KETOCONAZOL;200;mg;TABLETA;TABLETA;INVIMA 2009M-0010158;10/22/2009;;Vigente
19993544;GLUCONATO DE CLORHEXIDINA AL 20%;0.35;g;100 ML DE SOLUCI”N;SOLUCION TOPICA;INVIMA 2019M-0009133-R1;01/27/2009;;Vigente
20068917;BETAHISTINA DICLORHIDRATO;16;mg;TABLETA;TABLETA;INVIMA 2014M-0015411;11/13/2014;;Vigente
20128471;HIDROXIDO DE MAGNESIO;8.5;g;CADA 100 ML. DE SOLUCIONORAL;SUSPENSION ORAL;INVIMA 2019M-0018766;2/08/2019;;Vigente
19979552;SULFAMETOXAZOL;8;g;100 ML;SUSPENSION ORAL;INVIMA 2021M-0007333-R1;09/21/2007;;Vigente
20144257;ESZOPICLONA;3;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2019M-0018786;02/18/2019;;Vigente
19959949;DEXAMETASONA SODIO FOSFATO EQUIVALENTE A DEXAMETASONA BASE;2;mg;AMPOLLA Y JERINGA PRELLENADA POR 1 ML;SUSPENSION INYECTABLE;INVIMA 2023M-0006134-R2;07/25/2006;;Vigente
20087894;KETOROLACO DE TROMETAMINA;4;mg;ML DE SOLUCI”N;SOLUCION OFTALMICA;INVIMA 2015M-0016052;07/13/2015;;Vigente
20219031;ACIDO ASCORBICO GRADO INYECTABLE;500;mg;AMPOLLA POR 5 ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2022M-0020846;12/22/2022;;Vigente
20033290;ACETATO DE SODIO TRIHIDRATO;0.116;g;;EMULSION INYECTABLE;INVIMA 2019M-0012868-R1;2/09/2012;;Vigente
20097607;CABERGOLINA;0.5;mg;TABLETA;TABLETA;INVIMA 2022M-0017283-R1;08/30/2016;;Vigente
50051;CLORHIDRATO DE QUINAPRIL EQUIVALENTE A QUINAPRIL;20;mg;TABLETA (CUBIERTA CON PEL√çCULA);TABLETA CUBIERTA (GRAGEA);INVIMA2016M-004579-R2;1/01/1999;;Vigente
19995481;IBUPROFENO;400;mg;CAPSULA;CAPSULA DURA;INVIMA 2009M-0010104;10/13/2009;;Vigente
20086917;NAPROXENO SODICO EQUIVALENTE A NAPROXENO;250;mg;SIN DATO;TABLETA RECUBIERTA;INVIMA 2020M-0015903-R1;6/01/2015;;Vigente
208141;L-METIONINA;0.24;g;100 ML;SOLUCION INYECTABLE;INVIMA 2020M-007459-R2;12/23/1997;;Vigente
20199958;PEMETREXED DIS√ìDICO HEPTAHIDRATADO 140 MG. EQUIVALENTEA PEMETREXED;100;mg;CADA FRASCO VIAL CONTIENE;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-0021136;11/22/2023;;Vigente
20018647;ACETAMINOFEN;250;mg;CAPSULA BLANDA;CAPSULA BLANDA;RSM-EXP20210011254-R2;08/24/2010;;Vigente
20052505;CILOSTAZOL;50;mg;TABLETA;TABLETA;INVIMA 2022M-0013914-R1;12/10/2012;;Vigente
20110183;OLMESARTAN MEDOXOMIL;40;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0018062-R1;03/13/2018;;Vigente
20066123;SULFATO DE ZINC MONOHIDRATO 549MG EQUIVALENTE A 200MG DE ZINC BASE;200;mg;100 ML DE SOLUCI”N;SOLUCION ORAL;INVIMA 2022M-0015352-R1;10/22/2014;;Vigente
20055559;CLORURO DE CALCIO DIHIDRATADO;0.02;g;100 ML DE SOLUCI”N;SOLUCION INYECTABLE;INVIMA 2020M-0014317-R1;06/27/2013;;Vigente
20172364;NEOMICINA SULFATO0.83 G. EQUIVALENTE A NEOMICINA BASE;0.53;g;;CREMA TOPICA;INVIMA 2022M-0020607;2/04/2022;;Vigente
20034334;AMOXICILINA TRIHIDRATO COMPACTADA588.0 MG EQUIVALENTE A AMOXICILINA BASE;500;mg;CAPSULA DURA;CAPSULA DURA;INVIMA 2020M-0013266-R1;6/12/2012;;Vigente
19978835;TOBRAMICINA;3;mg;MLSOLUCI”N;SOLUCION OFTALMICA;INVIMA 2021M-0007761-R1;02/18/2008;;Vigente
20135953;FEXOFENADINA CLORHIDRATO;120;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2018M-0018387;9/10/2018;1/01/3000;Vigente
20046947;TRIMEBUTINA MALEATO;200;mg;CADA TABLETA;TABLETA;INVIMA 2020M-0013808-R1;11/14/2012;;Vigente
53334;SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA BASE;100;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-007012-R2;9/09/1997;1/01/3000;Vigente
20195590;PIRIDOXINA CLORHIDRATO;100;mg;1 ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2023M-0021016;06/16/2023;;Vigente
19985590;AMOXICILINA TRIHIDRATO COMPACTADA GRADO A.EQUIVALENTE AAMOXICILINABASE;500;mg;CAPSULADURA;CAPSULA DURA;INVIMA 2020M-0008422-R1;9/03/2008;;Vigente
20010104;LACOSAMIDA;150;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0011057-R2;7/09/2010;;Vigente
20033258;ACETATO DE SODIO TRIHIDRATADO;0.15;g;CADA 100 ML;EMULSION INYECTABLE;INVIMA 2023M-0012867-R2;2/09/2012;;Vigente
19948799;TRAMADOL HCL;0.75;g;100 ML;JARABE;INVIMA 2015M-0004424-R1;5/11/2005;;Vigente
20227590;DIMENHIDRINATO;50;mg;TABLETA;TABLETA;INVIMA 2023M-0020874;2/10/2023;;Vigente
214251;LORATADINA;10;mg;TABLETA;TABLETA;INVIMA 2021M-006968-R2;07/17/1997;;Vigente
19981200;CLORHEXIDINA DICLORHIDRATO;0.05;g;100 G;CREMAS. GELES. UNGUENTOS Y PASTAS;INVIMA 2023M-0007492-R1;11/09/2007;;Vigente
201884;FACTOR VIII ANTIHEMOFILICO;500;UI;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2019M- 004878-R2;1/01/1999;;Vigente
20064740;NIFUROXAZIDA;200;mg;SIN DATO;CAPSULA DURA;INVIMA 2020M-0015399-R1;11/11/2014;;Vigente
35662;ACIDO FOLICO;1;mg;TABLETA;TABLETA;INVIMA 2022M-011236-R3;1/01/1999;;Vigente
19966334;ISOCONAZOL NITRATO;1;g;100 G.;CREMA VAGINAL;INVIMA 2016M-0006798-R1;02/15/2007;;Vigente
20077280;DEXAMETASONA SODIO FOSFATO;1.3;mg;ML;SOLUCION OFTALMICA;INVIMA 2021M-0016113-R1;8/03/2015;;Vigente
20078865;IVERMECTINA;0.006;g;ML DE SOLUCI”NORAL;SOLUCION ORAL;INVIMA 2015M-0016032;7/09/2015;;Vigente
20233846;ACIDO FENOFIBRICO SAL COLINA EQUIVALENTE A ACIDO FENOFIBRICO (TABLETA RECUBIERTA)**;135;mg;TABLETA RECUBIERTA;CAPSULA BLANDA;INVIMA 2023M-0020972;5/11/2023;;Vigente
20030724;IMIPRAMINA CLORHIDRATO;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0012924-R2;02/21/2012;;Vigente
20229839;CLORURO DE SODIO;11.7;mg;100 ML;SOLUCION ORAL;INVIMA 2024M-0021453;04/30/2024;1/01/3000;Vigente
19980869;PROGESTERONA MICRONIZADA;400;mg;CAPSULA BLANDA;CAPSULA BLANDA;RSM-EXP20200007380-R1;09/25/2007;;Vigente
19931123;L- LEUCINA;7.4;g;;SOLUCION INYECTABLE;INVIMA 2019M-0001843-R2;9/05/2002;;Vigente
20051705;MESILATO DE AMLODIPINO MONOHIDRATO 12.79MG EQUIVALENTE A AMLODIPINO;10;mg;TABLETA;TABLETA;INVIMA 2021M-0015075-R1;6/11/2014;;Vigente
20171830;LAMIVUDINA;300;mg;CADA TABLETA RECUBIERTA CONTIENE;TABLETA RECUBIERTA;INVIMA 2021M-0020330;8/06/2021;;Vigente
20012115;AZACITIDINA;100;mg;VIAL;POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE;INVIMA 2021M-0011129-R2;07/28/2010;;Vigente
20060303;CAFEINA;20;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2018M-0014696-R1;11/14/2013;;Vigente
20005954;DIPIRONA (METAMIZOLS√ìDICO) EP 100%;300;mg;TABLETA CUBIERTA CON PEL√çCULA (TABLETA RECUBIERTA);TABLETA RECUBIERTA;INVIMA 2020M-0010159-R1;10/22/2009;;Vigente
20167956;CUBIERTA: AGUA PURIFICADA;26.583.407;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;RSM-EXP20200019609;3/09/2020;;Vigente
20051453;CIPROFLOXACINA CLORHIDRATO EQUIVALENTE A CIPROFLOXACINA BASE;3;mg;ML DE SOLUCI”N;SOLUCION OFTALMICA;INVIMA 2020M-0014232-R1;05/16/2013;;Vigente
20050148;DICLOFENACO SODICO;1;mg;ML DE SOLUCI”N OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2021M-0013933-R1;12/10/2012;;Vigente
19999461;FUMARATO DE QUETIAPINA EQUIVALENTE A QUETIAPINA;300;mg;TABLETA D ELIBERACI”N PROLONGADA;TABLETA DE LIBERACION PROLONGADA;INVIMA 2021M-0009250-R1;02/17/2009;;Vigente
20108800;LACOSAMIDA;50;mg;TABLETA CUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0017475-R1;12/02/2016;;Vigente
19995241;BROMURO ROCURONIO;50;mg;FRASCO VIAL POR 5ML;SOLUCION INYECTABLE;INVIMA 2020M-0008856-R1;11/28/2008;;Vigente
19968571;MODAFINIL;200;mg;C√ÅPSULABLANDA;CAPSULA BLANDA;INVIMA 2023M-0006478-R2;10/04/2006;;Vigente
20205291;NAPROXENO S√ìDICO;275;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2022M-0020721;07/25/2022;;Vigente
20066793;POLIETILENGLICOL 3350;100;g;100 G DE POLVO;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2022M-0015270-R1;09/15/2014;;Vigente
20009963;CLORURO DE MAGNESIO HEXAHIDRATADO;5.08;mg;100 ML. SOLUCION PARA DIALISIS PERITONEAL.;SOLUCION ESTERIL PARA DI√ÅLISIS PERITONEAL;INVIMA 2022M-0010617-R1;03/31/2010;;Vigente
19995450;ACIDO L√ÅCTICO;452.375;g;100 ML DE SOLUCION;SOLUCION TOPICA;INVIMA 2023M-0008763-R2;11/26/2008;;Vigente
20227538;DIFENHIDRAMINA;50;mg;ML DE SOLUCION INYECTABLE;SOLUCION INYECTABLE;INVIMA 2023M-0021155;12/01/2023;1/01/3000;Vigente
20192258;AMOXICILINA TRIHIDRATOEQUIVALENTE A AMOXICILINA BASE;875;mg;CADA TABLETA RECUBIERTA CONTIENE;TABLETA RECUBIERTA;INVIMA 2021M-0020426;10/15/2021;;Vigente
19993114;FACTOR VIII DE COAGULACI√ìN RECOMBINANTE OCTOCOG ALFA (RFVIII);250;UI;FRASCO AMPOLLA;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020MBT-0009159-R1;2/02/2009;;Vigente
20059586;TELMISARTAN;80;mg;TABLETA;TABLETA;INVIMA 2021M-0014717-R1;11/20/2013;;Vigente
20025451;QUETIAPINA HEMIFUMARATO 115.20 MG (EQUIVALENTE A QUETIAPINA BASE);100;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0011793-R2;01/24/2011;;Vigente
20033467;GUAYACOLATO DE GLICERILO;2;g;100 ML. DE JARABE;JARABE;INVIMA 2018M-0012853-R1;2/07/2012;;Vigente
19996768;AZTREONAM USP;1000;mg;VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2008M-0008685;11/12/2008;;Vigente
228254;ACETATO DE OCTREOTIDA EQUIVALENTE A OCTREOTIDABASE;20;mg;VIAL;POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE;INVIMA 2019M-011766-R2;1/01/1999;;Vigente
20042949;FENILEFRINA CLORHIDRATO;5;mg;CAPSULA DE GELATINA BLANDA;CAPSULA BLANDA;INVIMA 2020M-0013187-R1;05/15/2012;;Vigente
20161349;BENZOCAINA;10;mg;TABLETA DE DISOLUCION BUCAL;TABLETA;INVIMA 2021M-0020091;4/07/2021;;Vigente
20023910;MICOFENOLATO DE MOFETILO;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0011718-R2;12/15/2010;;Vigente
20219510;PARACETAMOL;10;mg;ML;SOLUCION INYECTABLE;INVIMA 2023M-0021067;09/15/2023;;Vigente
19956275;GUAYACOLATO DE GLICERILO;2;g;100ML;JARABE;INVIMA 2023M-0005313-R2;2/03/2006;1/01/3000;Vigente
20068050;CLORHIDRATO DE METFORMINA;1000;mg;TABLETA RECUBIERTA DE LIBERACION PROLONGADA;TABLETA DE LIBERACION PROLONGADA;INVIMA 2014M-0015531;12/11/2014;;Vigente
20047566;PACLITAXEL;30;mg;VIAL POR 5 ML;SOLUCION INYECTABLE;INVIMA 2012M-0013885;12/10/2012;;Vigente
20109401;FENILEFRINA HCL;10;mg;CAPSULA;CAPSULA DURA;INVIMA 2022M-0017845-R1;9/08/2017;;Vigente
